scientificName	scientificNameID
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Ceramiales	urn:lsid:marinespecies.org:taxname:860
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Spirastrella hartmani	urn:lsid:marinespecies.org:taxname:170709
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Macrosteles quadrilineatus	urn:lsid:marinespecies.org:taxname:1489180
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Epigonichthys maldivensis	urn:lsid:marinespecies.org:taxname:212958
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Phanerophthalmus paulayi	urn:lsid:marinespecies.org:taxname:1313720
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Clausocalanus furcatus	urn:lsid:marinespecies.org:taxname:104503
	
Farranula gibbula	urn:lsid:marinespecies.org:taxname:346477
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Clausocalanus furcatus	urn:lsid:marinespecies.org:taxname:104503
	
	
	
	
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
Clausocalanus furcatus	urn:lsid:marinespecies.org:taxname:104503
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Phaeocystis	urn:lsid:marinespecies.org:taxname:115088
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Phaeocystis	urn:lsid:marinespecies.org:taxname:115088
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
Phaeocystis	urn:lsid:marinespecies.org:taxname:115088
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
	
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
	
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Pseudo-nitzschia pseudodelicatissima	urn:lsid:marinespecies.org:taxname:156548
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Phaeocystis globosa	urn:lsid:marinespecies.org:taxname:160538
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Pseudo-nitzschia pseudodelicatissima	urn:lsid:marinespecies.org:taxname:156548
Clausocalanus furcatus	urn:lsid:marinespecies.org:taxname:104503
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
Clausocalanus furcatus	urn:lsid:marinespecies.org:taxname:104503
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
	
	
	
	
	
Phaeocystis	urn:lsid:marinespecies.org:taxname:115088
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Pseudo-nitzschia pseudodelicatissima	urn:lsid:marinespecies.org:taxname:156548
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
	
	
	
	
Acrocalanus gracilis	urn:lsid:marinespecies.org:taxname:220838
	
	
Thuridilla livida	urn:lsid:marinespecies.org:taxname:494499
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
	
	
Florideophyceae	urn:lsid:marinespecies.org:taxname:368670
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
	
	
Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977
	
	
	
	
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
Phaeocystis	urn:lsid:marinespecies.org:taxname:115088
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Phaeocystis	urn:lsid:marinespecies.org:taxname:115088
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Stylocheilus striatus	urn:lsid:marinespecies.org:taxname:224662
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
Gonyaulacales	urn:lsid:marinespecies.org:taxname:109391
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Pseudo-nitzschia	urn:lsid:marinespecies.org:taxname:149151
	
	
	
	
Pseudo-nitzschia	urn:lsid:marinespecies.org:taxname:149151
	
	
Cnidaria	urn:lsid:marinespecies.org:taxname:1267
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
Mantoniella squamata	urn:lsid:marinespecies.org:taxname:134563
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Phaeocystis	urn:lsid:marinespecies.org:taxname:115088
	
	
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
	
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
	
	
	
	
Oncaea media	urn:lsid:marinespecies.org:taxname:128938
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
	
	
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
	
	
	
	
	
	
	
	
	
	
	
	
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Cosmocalanus darwinii	urn:lsid:marinespecies.org:taxname:361259
	
	
	
	
	
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Pateobatis fai	urn:lsid:marinespecies.org:taxname:1043416
	
Gonyaulacales	urn:lsid:marinespecies.org:taxname:109391
Terpios gelatinosus	urn:lsid:marinespecies.org:taxname:1041930
	
	
	
	
Pseudo-nitzschia	urn:lsid:marinespecies.org:taxname:149151
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
Ceramiales	urn:lsid:marinespecies.org:taxname:860
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
	
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Dinophyceae	urn:lsid:marinespecies.org:taxname:19542
	
Florideophyceae	urn:lsid:marinespecies.org:taxname:368670
	
Lophocochlias minutissimus	urn:lsid:marinespecies.org:taxname:730993
	
Pseudo-nitzschia	urn:lsid:marinespecies.org:taxname:149151
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
	
Pseudo-nitzschia	urn:lsid:marinespecies.org:taxname:149151
	
	
	
	
	
Pseudo-nitzschia	urn:lsid:marinespecies.org:taxname:149151
	
	
	
Micromonas pusilla	urn:lsid:marinespecies.org:taxname:134564
	
Bacillariophyceae	urn:lsid:marinespecies.org:taxname:148899
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Bacillariaceae	urn:lsid:marinespecies.org:taxname:149002
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
Phaeocystis globosa	urn:lsid:marinespecies.org:taxname:160538
	
Phaeocystis	urn:lsid:marinespecies.org:taxname:115088
	
	
	
	
	
	
	
	
	
	
Pseudo-nitzschia pseudodelicatissima	urn:lsid:marinespecies.org:taxname:156548
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Clionaidae	urn:lsid:marinespecies.org:taxname:170417
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
	
	
	
	
	
	
Leptastrea pruinosa	urn:lsid:marinespecies.org:taxname:207472
	
	
	
	
Dinophyceae	urn:lsid:marinespecies.org:taxname:19542
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Bacillariophyceae	urn:lsid:marinespecies.org:taxname:148899
	
	
	
Clionaidae	urn:lsid:marinespecies.org:taxname:170417
	
Phaeophyceae	urn:lsid:marinespecies.org:taxname:830
	
	
	
	
Amphidinium massartii	urn:lsid:marinespecies.org:taxname:109743
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
	
	
	
	
	
Marphysa mossambica	urn:lsid:marinespecies.org:taxname:209829
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Laurencia	urn:lsid:marinespecies.org:taxname:143914
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Clausocalanus furcatus	urn:lsid:marinespecies.org:taxname:104503
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
	
	
	
Dinophyceae	urn:lsid:marinespecies.org:taxname:19542
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
	
	
	
Calocalanus pavo	urn:lsid:marinespecies.org:taxname:104669
	
	
	
	
	
	
	
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
	
	
	
	
Thalamita integra	urn:lsid:marinespecies.org:taxname:208871
	
	
	
	
	
	
	
	
	
	
	
	
Phaeocystis	urn:lsid:marinespecies.org:taxname:115088
	
	
	
	
	
	
	
Stylocheilus striatus	urn:lsid:marinespecies.org:taxname:224662
Kareniaceae	urn:lsid:marinespecies.org:taxname:599664
	
	
	
	
	
	
	
Calappa hepatica	urn:lsid:marinespecies.org:taxname:209501
	
	
Gonyaulacales	urn:lsid:marinespecies.org:taxname:109391
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Dinophyceae	urn:lsid:marinespecies.org:taxname:19542
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
	
	
	
	
Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Kareniaceae	urn:lsid:marinespecies.org:taxname:599664
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
	
Canistrocarpus cervicornis	urn:lsid:marinespecies.org:taxname:377141
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Bacillariaceae	urn:lsid:marinespecies.org:taxname:149002
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
Pterocaesio tile	urn:lsid:marinespecies.org:taxname:213656
	
	
	
	
Canistrocarpus cervicornis	urn:lsid:marinespecies.org:taxname:377141
	
	
Phaeocystis	urn:lsid:marinespecies.org:taxname:115088
	
Bacillariophyceae	urn:lsid:marinespecies.org:taxname:148899
	
	
Chlorarachnion reptans	urn:lsid:marinespecies.org:taxname:376147
	
	
	
Bacillariophyceae	urn:lsid:marinespecies.org:taxname:148899
	
	
Biemnidae	urn:lsid:marinespecies.org:taxname:150266
	
Trachinotus baillonii	urn:lsid:marinespecies.org:taxname:218440
	
	
	
	
Dinophyceae	urn:lsid:marinespecies.org:taxname:19542
	
	
	
	
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Bacillariaceae	urn:lsid:marinespecies.org:taxname:149002
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Gonyaulacales	urn:lsid:marinespecies.org:taxname:109391
	
	
	
	
Dinophyceae	urn:lsid:marinespecies.org:taxname:19542
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
	
	
	
Tylosurus crocodilus	urn:lsid:marinespecies.org:taxname:159259
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
	
	
	
	
	
Porites lutea	urn:lsid:marinespecies.org:taxname:207246
	
Pterocaesio tile	urn:lsid:marinespecies.org:taxname:213656
Dinophyceae	urn:lsid:marinespecies.org:taxname:19542
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Hydrozoa	urn:lsid:marinespecies.org:taxname:1337
	
	
	
	
	
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
	
	
	
Bacillariaceae	urn:lsid:marinespecies.org:taxname:149002
	
	
	
	
	
	
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Pseudo-nitzschia sabit	urn:lsid:marinespecies.org:taxname:1307191
	
	
	
	
	
	
	
	
Pocillopora	urn:lsid:marinespecies.org:taxname:206938
	
Dinophyceae	urn:lsid:marinespecies.org:taxname:19542
	
	
	
	
	
	
	
Rhodomelaceae	urn:lsid:marinespecies.org:taxname:143674
	
Nemanthias carberryi	urn:lsid:marinespecies.org:taxname:209205
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
Fistulifera pelliculosa	urn:lsid:marinespecies.org:taxname:577521
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Florideophyceae	urn:lsid:marinespecies.org:taxname:368670
	
	
	
	
	
Hydrozoa	urn:lsid:marinespecies.org:taxname:1337
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
	
	
Laurencia	urn:lsid:marinespecies.org:taxname:143914
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Gonyaulacales	urn:lsid:marinespecies.org:taxname:109391
	
	
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
Ceramiales	urn:lsid:marinespecies.org:taxname:860
	
	
Pseudo-nitzschia pseudodelicatissima	urn:lsid:marinespecies.org:taxname:156548
	
	
	
	
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
Scleractinia	urn:lsid:marinespecies.org:taxname:1363
	
Ramicrusta	urn:lsid:marinespecies.org:taxname:370140
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
Rhodomelaceae	urn:lsid:marinespecies.org:taxname:143674
	
	
	
	
	
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
Acanthurus triostegus	urn:lsid:marinespecies.org:taxname:219630
	
	
	
Kraussia rugulosa	urn:lsid:marinespecies.org:taxname:209579
	
	
	
	
	
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
Pseudo-nitzschia pseudodelicatissima	urn:lsid:marinespecies.org:taxname:156548
Bacillariophyta	urn:lsid:marinespecies.org:taxname:148898
	
	
Dinophyceae	urn:lsid:marinespecies.org:taxname:19542
Bacillariaceae	urn:lsid:marinespecies.org:taxname:149002
	
	
Caryophylliidae	urn:lsid:marinespecies.org:taxname:135073
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Gnatholepis scapulostigma	urn:lsid:marinespecies.org:taxname:219474
Caranx melampygus	urn:lsid:marinespecies.org:taxname:218419
	
	
Cnidaria	urn:lsid:marinespecies.org:taxname:1267
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
	
	
	
	
	
	
Prorocentrum	urn:lsid:marinespecies.org:taxname:109566
	
	
	
	
	
	
	
Phaeophyceae	urn:lsid:marinespecies.org:taxname:830
	
	
	
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
	
Florideophyceae	urn:lsid:marinespecies.org:taxname:368670
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Chrysiptera brownriggii	urn:lsid:marinespecies.org:taxname:276827
	
	
Arthropoda	urn:lsid:marinespecies.org:taxname:1065
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
	
	
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
Pseudo-nitzschia	urn:lsid:marinespecies.org:taxname:149151
Metazoa	urn:lsid:marinespecies.org:taxname:1486573
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
	
	
	
	
	
	
Thalamita admete	urn:lsid:marinespecies.org:taxname:208849
	
Laodicea undulata	urn:lsid:marinespecies.org:taxname:117725
	
	
	
	
	
Cylindrotheca closterium	urn:lsid:marinespecies.org:taxname:149004
	
	
Florideophyceae	urn:lsid:marinespecies.org:taxname:368670
Pseudo-nitzschia	urn:lsid:marinespecies.org:taxname:149151
Florideophyceae	urn:lsid:marinespecies.org:taxname:368670
	
	
	
